index,s1,s2,s3,s4,s5
988,11,19,18,7,13
989,31,23,26,21,0
990,9,10,3,18,2
991,31,9,11,18,21
992,3,17,18,31,28
993,9,21,30,13,18
994,11,22,30,25,16
995,25,9,23,10,28
996,24,26,18,9,10
997,29,20,7,15,15
998,9,15,18,9,0
999,5,11,16,26,31
